acc_num,seq_len,description,record_date,organism,segment_source,cds,host,isolate_source,isolate_name,country_region,collection_date,e_value,pcnt_id,align_len
MN624355.1,538,"Orthonairovirus haemorrhagiae isolate 208-STV/HU-2016 nucleocapsid protein gene, partial cds",27-JUL-2020,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,Homo sapiens,blood,208-STV/HU-2016,Russia,14-Sep-2016,2.73471e-125,100.0,179
MN624354.1,538,"Orthonairovirus haemorrhagiae isolate 136-STV/HU-2016 nucleocapsid protein gene, partial cds",27-JUL-2020,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,Homo sapiens,blood,136-STV/HU-2016,Russia,24-Jun-2016,2.73471e-125,100.0,179
MN624353.1,538,"Orthonairovirus haemorrhagiae isolate 112-STV/HU-2016 nucleocapsid protein gene, partial cds",27-JUL-2020,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,Homo sapiens,blood,112-STV/HU-2016,Russia,13-Jun-2016,2.73471e-125,100.0,179
MN624352.1,538,"Orthonairovirus haemorrhagiae isolate 198-STV/HU-2016 nucleocapsid protein gene, partial cds",27-JUL-2020,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,Homo sapiens,blood,198-STV/HU-2016,Russia,27-Jul-2016,2.73471e-125,100.0,179
MN624351.1,538,"Orthonairovirus haemorrhagiae isolate 143-STV/HU-2016 nucleocapsid protein gene, partial cds",27-JUL-2020,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,Homo sapiens,blood,143-STV/HU-2016,Russia,23-Jun-2016,2.73471e-125,100.0,179
MN624350.1,538,"Orthonairovirus haemorrhagiae isolate 130-STV/HU-2016 nucleocapsid protein gene, partial cds",27-JUL-2020,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,Homo sapiens,blood,130-STV/HU-2016,Russia,23-Jun-2016,4.72399e-119,94.97206703910615,179
MN624349.1,538,"Orthonairovirus haemorrhagiae isolate 200-STV/HU-2016 nucleocapsid protein gene, partial cds",27-JUL-2020,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,Homo sapiens,blood,200-STV/HU-2016,Russia,27-Jul-2016,2.73471e-125,100.0,179
MN624348.1,538,"Orthonairovirus haemorrhagiae isolate 155-STV/HU-2016 nucleocapsid protein gene, partial cds",27-JUL-2020,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,Homo sapiens,blood,155-STV/HU-2016,Russia,27-Jun-2016,2.73471e-125,100.0,179
MN624347.1,538,"Orthonairovirus haemorrhagiae isolate 90-ASTR/HU-2015 nucleocapsid protein gene, partial cds",27-JUL-2020,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,Homo sapiens,blood,90-ASTR/HU-2015,Russia,18-Jun-2015,2.73471e-125,100.0,179
MN624346.1,538,"Orthonairovirus haemorrhagiae isolate 7103-VOL/HU-2015 nucleocapsid protein gene, partial cds",27-JUL-2020,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,Homo sapiens,blood,7103-VOL/HU-2015,Russia,05-Jun-2015,2.73471e-125,100.0,179
MN624345.1,538,"Orthonairovirus haemorrhagiae isolate 6796-VOL/HU-2015 nucleocapsid protein gene, partial cds",27-JUL-2020,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,Homo sapiens,blood,6796-VOL/HU-2015,Russia,29-May-2015,2.73471e-125,100.0,179
MN624344.1,538,"Orthonairovirus haemorrhagiae isolate 219-ROS/HU-2015 nucleocapsid protein gene, partial cds",27-JUL-2020,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,Homo sapiens,blood,219-ROS/HU-2015,Russia,01-Aug-2015,1.24966e-124,99.4413407821229,179
MN624343.1,538,"Orthonairovirus haemorrhagiae isolate 218-ROS/HU-2015 nucleocapsid protein gene, partial cds",27-JUL-2020,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,Homo sapiens,blood,218-ROS/HU-2015,Russia,31-Jul-2015,2.73471e-125,100.0,179
MN624342.1,538,"Orthonairovirus haemorrhagiae isolate 207-ROS/HU-2015 nucleocapsid protein gene, partial cds",27-JUL-2020,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,Homo sapiens,blood,207-ROS/HU-2015,Russia,22-Jul-2015,2.73471e-125,100.0,179
MN624341.1,538,"Orthonairovirus haemorrhagiae isolate 136-ROS/HU-2015 nucleocapsid protein gene, partial cds",27-JUL-2020,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,Homo sapiens,blood,136-ROS/HU-2015,Russia,18-Jun-2015,2.73471e-125,100.0,179
MN624340.1,538,"Orthonairovirus haemorrhagiae isolate 51-ROS/HU-2015 nucleocapsid protein gene, partial cds",27-JUL-2020,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,Homo sapiens,blood,51-ROS/HU-2015,Russia,21-May-2015,2.73471e-125,100.0,179
MN624339.1,538,"Orthonairovirus haemorrhagiae isolate 173-ROS/HU-2015 nucleocapsid protein gene, partial cds",27-JUL-2020,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,Homo sapiens,blood,173-ROS/HU-2015,Russia,30-Jun-2015,2.73471e-125,100.0,179
MN624338.1,538,"Orthonairovirus haemorrhagiae isolate 48-ROS/HU-2015 nucleocapsid protein gene, partial cds",27-JUL-2020,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,Homo sapiens,blood,48-ROS/HU-2015,Russia,19-May-2015,2.65846e-124,99.4413407821229,179
MN624337.1,538,"Orthonairovirus haemorrhagiae isolate 27-ROS/HU-2015 nucleocapsid protein gene, partial cds",27-JUL-2020,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,Homo sapiens,blood,27-ROS/HU-2015,Russia,06-May-2015,2.73471e-125,100.0,179
MN624336.1,538,"Orthonairovirus haemorrhagiae isolate 90-ROS/HU-2015 nucleocapsid protein gene, partial cds",27-JUL-2020,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,Homo sapiens,blood,90-ROS/HU-2015,Russia,03-Jun-2015,2.73471e-125,100.0,179
MN624335.1,538,"Orthonairovirus haemorrhagiae isolate 127-ROS/HU-2015 nucleocapsid protein gene, partial cds",27-JUL-2020,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,Homo sapiens,blood,127-ROS/HU-2015,Russia,15-Jun-2015,2.73471e-125,100.0,179
MN624334.1,538,"Orthonairovirus haemorrhagiae isolate 205-ROS/HU-2015 nucleocapsid protein gene, partial cds",27-JUL-2020,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,Homo sapiens,blood,205-ROS/HU-2015,Russia,21-Jul-2015,2.73471e-125,100.0,179
MN624333.1,538,"Orthonairovirus haemorrhagiae isolate 212-ROS/HU-2015 nucleocapsid protein gene, partial cds",27-JUL-2020,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,Homo sapiens,blood,212-ROS/HU-2015,Russia,30-Jul-2015,2.73471e-125,100.0,179
MN624332.1,538,"Orthonairovirus haemorrhagiae isolate 224-ROS/HU-2015 nucleocapsid protein gene, partial cds",27-JUL-2020,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,Homo sapiens,blood,224-ROS/HU-2015,Russia,10-Aug-2015,2.73471e-125,100.0,179
MN624331.1,538,"Orthonairovirus haemorrhagiae isolate 112-ROS/HU-2015 nucleocapsid protein gene, partial cds",27-JUL-2020,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,Homo sapiens,blood,112-ROS/HU-2015,Russia,12-Jun-2015,2.73471e-125,100.0,179
MN624330.1,538,"Orthonairovirus haemorrhagiae isolate 148-ROS/HU-2015 nucleocapsid protein gene, partial cds",27-JUL-2020,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,Homo sapiens,blood,148-ROS/HU-2015,Russia,19-Jun-2015,2.73471e-125,100.0,179
MN624329.1,538,"Orthonairovirus haemorrhagiae isolate 61-ROS/HU-2015 nucleocapsid protein gene, partial cds",27-JUL-2020,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,Homo sapiens,blood,61-ROS/HU-2015,Russia,26-May-2015,2.73471e-125,100.0,179
MN624328.1,538,"Orthonairovirus haemorrhagiae isolate 103-ROS/HU-2015 nucleocapsid protein gene, partial cds",27-JUL-2020,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,Homo sapiens,blood,103-ROS/HU-2015,Russia,08-Jun-2015,2.73471e-125,100.0,179
MN624327.1,538,"Orthonairovirus haemorrhagiae isolate 235-ROS/HU-2015 nucleocapsid protein gene, partial cds",27-JUL-2020,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,Homo sapiens,blood,235-ROS/HU-2015,Russia,24-Aug-2015,2.73471e-125,100.0,179
MN624326.1,538,"Orthonairovirus haemorrhagiae isolate 141-STV/HU-2015 nucleocapsid protein gene, partial cds",27-JUL-2020,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,Homo sapiens,blood,141-STV/HU-2015,Russia,30-Jul-2015,2.73471e-125,100.0,179
MN624325.1,538,"Orthonairovirus haemorrhagiae isolate 58-STV/HU-2015 nucleocapsid protein gene, partial cds",27-JUL-2020,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,Homo sapiens,blood,58-STV/HU-2015,Russia,02-Jun-2015,2.73471e-125,100.0,179
MN624324.1,538,"Orthonairovirus haemorrhagiae isolate 81-STV/HU-2015 nucleocapsid protein gene, partial cds",27-JUL-2020,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,Homo sapiens,blood,81-STV/HU-2015,Russia,11-Jun-2015,2.73471e-125,100.0,179
MN624323.1,538,"Orthonairovirus haemorrhagiae isolate 17-STV/HU-2015 nucleocapsid protein gene, partial cds",27-JUL-2020,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,Homo sapiens,blood,17-STV/HU-2015,Russia,16-May-2015,2.73471e-125,100.0,179
MN624322.1,538,"Orthonairovirus haemorrhagiae isolate 86-STV/HU-2015 nucleocapsid protein gene, partial cds",27-JUL-2020,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,Homo sapiens,blood,86-STV/HU-2015,Russia,12-Jun-2015,2.73471e-125,100.0,179
MN624321.1,538,"Orthonairovirus haemorrhagiae isolate 132-STV/HU-2015 nucleocapsid protein gene, partial cds",27-JUL-2020,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,Homo sapiens,blood,132-STV/HU-2015,Russia,23-Jul-2015,2.73471e-125,100.0,179
MN624320.1,538,"Orthonairovirus haemorrhagiae isolate 10-STV/HU-2015 nucleocapsid protein gene, partial cds",27-JUL-2020,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,Homo sapiens,blood,10-STV/HU-2015,Russia,13-May-2015,2.73471e-125,100.0,179
MN624319.1,538,"Orthonairovirus haemorrhagiae isolate 64-STV/HU-2015 nucleocapsid protein gene, partial cds",27-JUL-2020,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,Homo sapiens,blood,64-STV/HU-2015,Russia,30-May-2015,1.9694e-124,99.4413407821229,179
MN624318.1,538,"Orthonairovirus haemorrhagiae isolate 100-STV/HU-2015 nucleocapsid protein gene, partial cds",27-JUL-2020,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,Homo sapiens,blood,100-STV/HU-2015,Russia,20-Jun-2015,2.73471e-125,100.0,179
MN624317.1,538,"Orthonairovirus haemorrhagiae isolate 116-STV/HU-2015 nucleocapsid protein gene, partial cds",27-JUL-2020,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,Homo sapiens,blood,116-STV/HU-2015,Russia,02-Jul-2015,2.73471e-125,100.0,179
MN624316.1,538,"Orthonairovirus haemorrhagiae isolate 13-STV/HU-2015 nucleocapsid protein gene, partial cds",27-JUL-2020,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,Homo sapiens,blood,13-STV/HU-2015,Russia,15-May-2015,2.73471e-125,100.0,179
MN624315.1,538,"Orthonairovirus haemorrhagiae isolate 8-STV/HU-2015 nucleocapsid protein gene, partial cds",27-JUL-2020,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,Homo sapiens,blood,8-STV/HU-2015,Russia,12-May-2015,2.73471e-125,100.0,179
MN624314.1,538,"Orthonairovirus haemorrhagiae isolate 113-STV/HU-2015 nucleocapsid protein gene, partial cds",27-JUL-2020,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,Homo sapiens,blood,113-STV/HU-2015,Russia,30-Jun-2015,2.73471e-125,100.0,179
MN624313.1,538,"Orthonairovirus haemorrhagiae isolate 143-STV/HU-2015 nucleocapsid protein gene, partial cds",27-JUL-2020,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,Homo sapiens,blood,143-STV/HU-2015,Russia,12-Aug-2015,1.2139e-124,99.4413407821229,179
MN624312.1,538,"Orthonairovirus haemorrhagiae isolate 42-STV/HU-2015 nucleocapsid protein gene, partial cds",27-JUL-2020,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,Homo sapiens,blood,42-STV/HU-2015,Russia,27-May-2015,2.73471e-125,100.0,179
MN624311.1,538,"Orthonairovirus haemorrhagiae isolate 36-STV/HU-2015 nucleocapsid protein gene, partial cds",27-JUL-2020,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,Homo sapiens,blood,36-STV/HU-2015,Russia,27-May-2015,2.73471e-125,100.0,179
MN624310.1,538,"Orthonairovirus haemorrhagiae isolate 97-STV/HU-2015 nucleocapsid protein gene, partial cds",27-JUL-2020,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,Homo sapiens,blood,97-STV/HU-2015,Russia,19-Jun-2015,2.73471e-125,100.0,179
MN624309.1,538,"Orthonairovirus haemorrhagiae isolate 99-STV/HU-2015 nucleocapsid protein gene, partial cds",27-JUL-2020,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,Homo sapiens,blood,99-STV/HU-2015,Russia,19-Jun-2015,2.73471e-125,100.0,179
MN624308.1,538,"Orthonairovirus haemorrhagiae isolate 11-STV/HU-2015 nucleocapsid protein gene, partial cds",27-JUL-2020,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,Homo sapiens,blood,11-STV/HU-2015,Russia,13-May-2015,2.73471e-125,100.0,179
MN624307.1,538,"Orthonairovirus haemorrhagiae isolate 135-STV/HU-2015 nucleocapsid protein gene, partial cds",27-JUL-2020,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,Homo sapiens,blood,135-STV/HU-2015,Russia,23-Jul-2015,2.73471e-125,100.0,179
MN624306.1,538,"Orthonairovirus haemorrhagiae isolate 67-STV/HU-2015 nucleocapsid protein gene, partial cds",27-JUL-2020,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,Homo sapiens,blood,67-STV/HU-2015,Russia,01-Jun-2015,2.73471e-125,100.0,179
MN624305.1,538,"Orthonairovirus haemorrhagiae isolate 116-ROS/HU-2015 nucleocapsid protein gene, partial cds",27-JUL-2020,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,Homo sapiens,blood,116-ROS/HU-2015,Russia,14-Jun-2015,2.73471e-125,100.0,179
MN624304.1,538,"Orthonairovirus haemorrhagiae isolate 6-ROS/HU-2015 nucleocapsid protein gene, partial cds",27-JUL-2020,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,Homo sapiens,blood,6-ROS/HU-2015,Russia,20-Apr-2015,1.29898e-124,99.4413407821229,179
MN624303.1,538,"Orthonairovirus haemorrhagiae isolate 72-ROS/HU-2015 nucleocapsid protein gene, partial cds",27-JUL-2020,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,Homo sapiens,blood,72-ROS/HU-2015,Russia,28-May-2015,1.27408e-124,99.4413407821229,179
MN624302.1,538,"Orthonairovirus haemorrhagiae isolate 114-ROS/HU-2015 nucleocapsid protein gene, partial cds",27-JUL-2020,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,Homo sapiens,blood,114-ROS/HU-2015,Russia,10-Jun-2015,2.73471e-125,100.0,179
MN624301.1,538,"Orthonairovirus haemorrhagiae isolate 159-ROS/HU-2015 nucleocapsid protein gene, partial cds",27-JUL-2020,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,Homo sapiens,blood,159-ROS/HU-2015,Russia,22-Jun-2015,2.73471e-125,100.0,179
MN624300.1,538,"Orthonairovirus haemorrhagiae isolate 89-ROS/HU-2015 nucleocapsid protein gene, partial cds",27-JUL-2020,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,Homo sapiens,blood,89-ROS/HU-2015,Russia,01-Jun-2015,2.73471e-125,100.0,179
MN624299.1,538,"Orthonairovirus haemorrhagiae isolate 71-ROS/HU-2015 nucleocapsid protein gene, partial cds",27-JUL-2020,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,Homo sapiens,blood,71-ROS/HU-2015,Russia,27-May-2015,2.73471e-125,100.0,179
MN624298.1,538,"Orthonairovirus haemorrhagiae isolate 222-ROS/HU-2015 nucleocapsid protein gene, partial cds",27-JUL-2020,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,Homo sapiens,blood,222-ROS/HU-2015,Russia,09-Aug-2015,2.73471e-125,100.0,179
MN624297.1,538,"Orthonairovirus haemorrhagiae isolate 3-ROS/HU-2015 nucleocapsid protein gene, partial cds",27-JUL-2020,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,Homo sapiens,blood,3-ROS/HU-2015,Russia,14-Apr-2015,2.73471e-125,100.0,179
MN624296.1,538,"Orthonairovirus haemorrhagiae isolate 156-ROS/HU-2015 nucleocapsid protein gene, partial cds",27-JUL-2020,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,Homo sapiens,blood,156-ROS/HU-2015,Russia,23-Jun-2015,2.73471e-125,100.0,179
MN624295.1,538,"Orthonairovirus haemorrhagiae isolate 87-ROS/HU-2015 nucleocapsid protein gene, partial cds",27-JUL-2020,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,Homo sapiens,blood,87-ROS/HU-2015,Russia,03-Jun-2015,9.53026e-125,99.4413407821229,179
MN624294.1,538,"Orthonairovirus haemorrhagiae isolate 215-ROS/HU-2015 nucleocapsid protein gene, partial cds",27-JUL-2020,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,Homo sapiens,blood,215-ROS/HU-2015,Russia,31-Jul-2015,2.73471e-125,100.0,179
MN624293.1,538,"Orthonairovirus haemorrhagiae isolate 29-ROS/HU-2015 nucleocapsid protein gene, partial cds",27-JUL-2020,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,Homo sapiens,blood,29-ROS/HU-2015,Russia,08-May-2015,2.73471e-125,100.0,179
MN624292.1,538,"Orthonairovirus haemorrhagiae isolate 110-ROS/HU-2015 nucleocapsid protein gene, partial cds",27-JUL-2020,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,Homo sapiens,blood,110-ROS/HU-2015,Russia,09-Jun-2015,2.73471e-125,100.0,179
MN624291.1,538,"Orthonairovirus haemorrhagiae isolate 152-ROS/HU-2015 nucleocapsid protein gene, partial cds",27-JUL-2020,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,Homo sapiens,blood,152-ROS/HU-2015,Russia,22-Jun-2015,2.73471e-125,100.0,179
MN624290.1,538,"Orthonairovirus haemorrhagiae isolate 220-ROS/HU-2015 nucleocapsid protein gene, partial cds",27-JUL-2020,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,Homo sapiens,blood,220-ROS/HU-2015,Russia,02-Aug-2015,2.73471e-125,100.0,179
MN624289.1,538,"Orthonairovirus haemorrhagiae isolate 168-ROS/HU-2015 nucleocapsid protein gene, partial cds",27-JUL-2020,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,Homo sapiens,blood,168-ROS/HU-2015,Russia,27-Jun-2015,2.73471e-125,100.0,179
MN624288.1,538,"Orthonairovirus haemorrhagiae isolate 185-ROS/HU-2015 nucleocapsid protein gene, partial cds",27-JUL-2020,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,Homo sapiens,blood,185-ROS/HU-2015,Russia,09-Jul-2015,2.73471e-125,100.0,179
MN624287.1,538,"Orthonairovirus haemorrhagiae isolate 82-ROS/HU-2015 nucleocapsid protein gene, partial cds",27-JUL-2020,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,Homo sapiens,blood,82-ROS/HU-2015,Russia,02-Jun-2015,6.5341e-125,99.4413407821229,179
MN624286.1,538,"Orthonairovirus haemorrhagiae isolate 41-ROS/HU-2015 nucleocapsid protein gene, partial cds",27-JUL-2020,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,Homo sapiens,blood,41-ROS/HU-2015,Russia,13-May-2015,2.73471e-125,100.0,179
MN624285.1,538,"Orthonairovirus haemorrhagiae isolate 104-ROS/HU-2015 nucleocapsid protein gene, partial cds",27-JUL-2020,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,Homo sapiens,blood,104-ROS/HU-2015,Russia,08-Jun-2015,2.73471e-125,100.0,179
MN624284.1,538,"Orthonairovirus haemorrhagiae isolate 91-ROS/HU-2015 nucleocapsid protein gene, partial cds",27-JUL-2020,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,Homo sapiens,blood,91-ROS/HU-2015,Russia,04-Jun-2015,2.73471e-125,100.0,179
MN624283.1,538,"Orthonairovirus haemorrhagiae isolate 70-ROS/HU-2015 nucleocapsid protein gene, partial cds",27-JUL-2020,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,Homo sapiens,blood,70-ROS/HU-2015,Russia,28-May-2015,2.73471e-125,100.0,179
MN624282.1,538,"Orthonairovirus haemorrhagiae isolate 14-ROS/HU-2015 nucleocapsid protein gene, partial cds",27-JUL-2020,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,Homo sapiens,blood,14-ROS/HU-2015,Russia,27-Apr-2015,2.73471e-125,100.0,179
MN624281.1,538,"Orthonairovirus haemorrhagiae isolate 12-ROS/HU-2015 nucleocapsid protein gene, partial cds",27-JUL-2020,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,Homo sapiens,blood,12-ROS/HU-2015,Russia,30-Apr-2015,2.73471e-125,100.0,179
MN624280.1,538,"Orthonairovirus haemorrhagiae isolate 16-ROS/HU-2015 nucleocapsid protein gene, partial cds",27-JUL-2020,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,Homo sapiens,blood,16-ROS/HU-2015,Russia,03-May-2015,2.73471e-125,100.0,179
MN624279.1,538,"Orthonairovirus haemorrhagiae isolate 101-ROS/HU-2015 nucleocapsid protein gene, partial cds",27-JUL-2020,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,Homo sapiens,blood,101-ROS/HU-2015,Russia,08-Jun-2015,2.73471e-125,100.0,179
MN624278.1,538,"Orthonairovirus haemorrhagiae isolate 58-ROS/HU-2015 nucleocapsid protein gene, partial cds",27-JUL-2020,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,Homo sapiens,blood,58-ROS/HU-2015,Russia,23-May-2015,2.73471e-125,100.0,179
MN624277.1,538,"Orthonairovirus haemorrhagiae isolate 86-ROS/HU-2015 nucleocapsid protein gene, partial cds",27-JUL-2020,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,Homo sapiens,blood,86-ROS/HU-2015,Russia,02-Jun-2015,2.73471e-125,100.0,179
MN624276.1,538,"Orthonairovirus haemorrhagiae isolate 182-ROS/HU-2015 nucleocapsid protein gene, partial cds",27-JUL-2020,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,Homo sapiens,blood,182-ROS/HU-2015,Russia,04-Jul-2015,2.73471e-125,100.0,179
MN624275.1,538,"Orthonairovirus haemorrhagiae isolate 84-ROS/HU-2015 nucleocapsid protein gene, partial cds",27-JUL-2020,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,Homo sapiens,blood,84-ROS/HU-2015,Russia,03-Jun-2015,2.73471e-125,100.0,179
MN624274.1,538,"Orthonairovirus haemorrhagiae isolate 19-ROS/HU-2015 nucleocapsid protein gene, partial cds",27-JUL-2020,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,Homo sapiens,blood,19-ROS/HU-2015,Russia,06-May-2015,2.73471e-125,100.0,179
MN624273.1,538,"Orthonairovirus haemorrhagiae isolate 121-ROS/HU-2015 nucleocapsid protein gene, partial cds",27-JUL-2020,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,Homo sapiens,blood,121-ROS/HU-2015,Russia,12-Jun-2015,2.73471e-125,100.0,179
MN624272.1,538,"Orthonairovirus haemorrhagiae isolate 130-ROS/HU-2015 nucleocapsid protein gene, partial cds",27-JUL-2020,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,Homo sapiens,blood,130-ROS/HU-2015,Russia,17-Jun-2015,2.73471e-125,100.0,179
