Authors,Title,Journal,PMID,Year,accession,RefID,FirstAuthorSurname,ShortName
"Chinikar S., Shahhosseini N.","Genetic characterization of Crimean-Congo hemorrhagic fever virus in Damghan district, Iran","Bernhard Nocht Institute for Tropical Medicine, Germany, Hamburg, Unpublished",,2016,"KU707898, KU707899, KU707900, KU707901",273,Chinikar,Chinikar (2016)
"Ali M., Bente D., Shahid M., Shahid mf  ., Ul-rahman A., Yaqub T.",Prevalence and phylogenetic analysis of Crimean-Congo hemorrhagic fever virus in ticks collected from Punjab province of Pakistan,"105892 (2021), Acta Trop 218, Institute of Microbiology, Lahore, Outfall Road, Pakistan, Punjab 54600, University of Veterinary and Animal Sciences",33753031,2021,"MW915541, MW915542, MW915543, MW915544, MW915545, MW915546, MW915547, MW915548, MW915549, MW915550, MW915551, MW915552, MW915553, MW915554, MW915555, MW915556, MW915557, MW915558, MW915559, MW915560, MW915561",274,Ali,"Ali (2021, 33753031)"
"An R., Chang C., Deng F., Duan X., Fang Y., Guo R., Hu Z., Kou C., Liang J., Liu X., Luo T., Moming A., Shen S., Shi J., Su Z., Sun S., Tang S., Wang C., Wang H., Wang J., Wu Q., Yang J., Zhang Y., Zhang Z., Zhu L.","China, Hyalomma detritum and Dermacentor nuttalli ticks from Xinjiang Uygur Autonomous Region, Viromes of Hyalomma asiaticum","44, China, Chinese Academy of Sciences, Hubei 430071, State Key Laboratory of Virology, Unpublished, Wuchang, Wuhan, Wuhan Institute of Virology, Xiao Hongshan",,2018,"MH688497, MH688498, MH688499",275,An,An (2018)
"Chhabra M., Singh P., Venkatesh S.",Molecular studies of CCHF virus circulating in North India,"22-Sham Nath Marg, Biotechnology division, Delhi, Delhi 110054, India, National Centre for Diseases Control, Unpublished",,2015,"KU041806, KU041807, KU041808",276,Chhabra,Chhabra (2015)
"Belohlavek T., Jandzik D., Kubelova M., Mikulicek P., Papousek I., Siroky P., Zdrazilova-dubska L.",Hidden threat of tortoise ticks: high prevalence of Crimean-Congo haemorrhagic fever virus in ticks Hyalomma aegyptium in the Middle East,"101 (2014), Brno 612 42, Czech Republic, Department of Biology and Wildlife Diseases, Palackeho 1/3, Parasit Vectors 7 (1), University of Veterinary and Pharmaceutical Sciences Brno",24618184,"2013, 2014","KF725870, KF725871, KF725872, KF725873",277,Belohlavek,"Belohlavek (2014, 24618184)"
"Babashekh M., Sulaiman R.",Molecular detection of the Crimean-Congo Hemorrhagic Fever Virus in Sulaimani/Iraq,"College of Veterinary Medicine, Iraq, Microbiology, New Sulaimani, Street 27, Sulaimani 46001, University of Sulaimani, Unpublished",,2023,"OR713752, OR713753, OR713754",278,Babashekh,Babashekh (2023)
"Aluvathingal J., Mehta A., Myers T., Nadendla S., Sadzewicz L., Sichtig H., Tallon L., Vavikolanu K., Yan Y.",FDA dAtabase for Regulatory Grade micrObial Sequences (FDA-ARGOS): Supporting development and validation of Infectious Disease Dx tests,"10903 New Hampshire Avenue, Center for Devices and Radiological Health, MD 20903, US Food and Drug Administration, USA, Unpublished, White Oak",,2021,"OK573218, OK573219, OK573220, OK573221, OK573222",279,Aluvathingal,Aluvathingal (2021)
"Gao D., Han L., Tang Q., Tao X., Zhao X.",CCHF genetic variety research,"Beijing 102206, China, Chinese Academy of Preventive Medicine, Chinese Academy of Preventive Medicine (CAPM), Institute of Epidemiology and Microbiology, P. O. Box 5 Changping, P.O. Box 5 Changping, P.R. China, Unpublished",,2001,"AF354296, AF358784, AF362080, AY029157",280,Gao,Gao (2001)
"Gao D., Han L., Tang Q., Tao X., Zhao X.",Genetic variety of Crimean-Congo Hemorrhagic Fever virus,"Beijing 102206, Chinese Academy of Preventive Medicine (CAPM), Institute of Epidemiology and Microbiology, P. R. China, P.O. Box 5 Changping, Second Division of Viral Hemorrhagic Fever, Unpublished",,2001,AF415236,281,Gao,Gao (2001)
"Aydogan G., Barut S., Bursali A., Tekin S., Yildirim B., Yuce O.",Seroprevelance and genetic analysis of Crimean-Congo hemorrhagic fever virus in Tokat,"Biology, Gaziosmanpasa University, Tasliciftlik 60250, Tokat, Turkey, Unpublished",,2008,EU727456,282,Aydogan,Aydogan (2008)
"Agafonov A., Gladysheva A., Kotenev E., Loktev V., Sementsova A., Ternovoi V., Volynkina A., Zaykovskaya A.",Novel segmented RNA Jingmenvirus group isolated from human,"Department of Molecular Virology, Koltsovo, Russia, Russia 630559, State Research Center of Virology and Biotehnology 'Vector', Unpublished",,2019,"MN218693, MN218694, MN218695, MN218696",283,Agafonov,Agafonov (2019)
"Aydin H., Timurkan M.",Molecular characterization of S and M segments of Crimean Congo Hemorrhagic Fever Virus in Turkey,"Ataturk University, Department of Virology, Departmet of Virology, Erzurum 25240, Faculty of Veterinary Medicine, Turkey, Unpublished",,2020,"MT178278, MT178279, MT178280, MT178281, MT178282, MT178283, MT178284, MT178285, MT178286, MT178287, MT178288, MT178289, MT178290, MT178291, MT178292, MT178293, MT178294, MT178295, MT178296, MT178297, MT178298, MT178299, MT178300, MT178301, MT178302, MT178303, MT178304, MT178305, MT178306, MT178307, MT178308, MT178309, MT178310, MT178311, MT178312, MT178313, MT178314, MT178315, MT178316, MT178317, MT178318, MT178319, MT178320, MT178321, MT178322, MT178323, MT178324, MT178325, MT178326, MT178327",284,Aydin,Aydin (2020)
"Aktas M., Altay K., Azkur A., Azkur K., Bolat Y., Dumanli N., Kalkan A., Ozdarendeli A., Tonbak S.",Crimean-Congo hemorrhagic fever virus: genetic analysis and tick survey in Turkey,"4120-4124 (2006), Elazig 23119, Firat University, J. Clin. Microbiol. 44 (11), Turkey, Virology",17088370,2006,"DQ397823, DQ397824, DQ397825, DQ397826",285,Aktas,"Aktas (2006, 17088370)"
"Akhtar R., Alam M., Ikram A., Khurshid A., Salman M., Umair M.",Genetic diversity and phylogenetic analysis of Crimean-Congo Hemorrhagic Fever viruses circulating in Pakistan during 2019,"Chak Shahzad, Department of Virology, Islamabad 44000, National Institute of Health, PLoS Negl Trop Dis 14 (6), Pakistan, Park Road, e0008238 (2020)",32598383,"2019, 2020","MN839490, MN839491, MN839492, MN839493, MN839494, MN839495, MN839496, MN839497, MN839498, MN839499, MN839500, MN839501, MN839502, MN839503, MN839504",286,Akhtar,"Akhtar (2020, 32598383)"
"Durmaz R., Korukluoglu G., Unaldi O., Yesilyurt M.",Genetic analysis of Crimean-Congo hemorrhagic fever virus isolates in Tekirdag,"Adnan Saygun Caddesi No:55, Ankara 06100, Molecular Microbiology Research and Application Laboratory, Public Health Institute of Turkey, Turkey, Unpublished",,2016,KX228865,287,Durmaz,Durmaz (2016)
"Kulichenko A., Volynkina A.",Genetic Monitoring of Crimean-Congo Hemorrhagic Fever Virus in the South of the European part of Russia,"13-15, 80-85 (2012), Laboratory of Virology, Probl Osobo Opas Infekc 4 (114), Russian Federation, Sovjetskaya St., Stavropol, Stavropol Region 355000, Stavropol Research Anti-Plague Institute",,"2012, 2013","KF494375, KF496920, KF496921",288,Kulichenko,Kulichenko (2013)
"Allen D., Frost S., Hewson R., Stubbs S., Waiswa P., Wampande E.",Phylogenetic Characterisation of Crimean-Congo Hemorrhagic Fever Virus Detected in African Blue Ticks Feeding on Cattle in a Ugandan Abattoir,"Infectious Disease Epidemiology, Keppel Street, London School of Hygiene and Tropical Medicine, London WC1E 7HT, Preprints (Basel) (2021) In press, UK",,2021,"MW452933, MW452934, MW452935",289,Allen,Allen (2021)
"Deng F., Hu Z., Li T., Luo Y., Meng W., Sun S., Wang H., Wei P., Xia Y., Zhang F., Zhang Y., Zhou Z.","Serial expression of the truncated fragments of the nucleocapsid protein of CCHFV and identification of the epitope region, The Characterization of Crimean-Congo haemorrhagic Fever Virus Glycoproteins, The Crimean-Congo Haemorrhagic Fever Virus Genetic Analysis","45-51 (2010), CAS, China, Hubei 430071, Molecular Virology Lab, No. 44, Unpublished, Virol Sin 25 (1), Wuchan District, Wuhan, Wuhan Institution of Virology, Xiaohongshan Middle District",20960283,"2008, 2010","FJ562093, FJ562094, FJ562095",290,Deng,"Deng (2010, 20960283)"
"Deniz A., Ergonul O., Garrison A., Hottel H., Kondig J., Paragas J., Vatansever Z., Wasieloski L., Whitehouse C.",Molecular detection of Crimean-Congo hemorrhagic fever virus in ticks from Turkey,"1425 Porter St., Diagnostic Systems Division, Fort Detrick, MD 21702, USA, USAMRIID, Unpublished",,2006,"EF012360, EF012361, EF012362",291,Deniz,Deniz (2006)
Yadav P.,"Complete genome analysis of CCHF virus from India, Molecular characterisation of the CCHFV from the tick and human, detected in last 8 years","India, Maharashtra 411021, Maximum Containment Laboratory, National Institute of Virology, Pashan, Pune, Unpublished",,2018,"MH396640, MH396641, MH396642, MH396643, MH396644, MH396645, MH396646, MH396647, MH396648, MH396649, MH396650, MH396651, MH396652, MH396653, MH396654, MH396655, MH396656, MH396657, MH396658, MH396659, MH396660, MH396661, MH396662, MH396663, MH396664, MH396665, MH396666, MH396667, MH396668, MH396669, MH396670, MH396671, MH396672, MH396673, MH396674, MH396675, MK330132, MK330133, MK330134, MK330135, MK330136, MK330137",292,Yadav,Yadav (2018)
"Mourya D., Shete A., Yadav P.","First report of nosocomial outbreak of Crimean-Congo hemorrhagic fever, First report of nosocomial outbreak of CrimeanCongo hemorrhagic fever, India, Rajasthan State","India, Maharashtra 411021, Maximum Containment Laboratory, National Institute of Virology, Pashan, Pashan Sus Road, Pune, Unpublished",,2015,"KT384382, KT384388, KT384397, KT384400, KT384403, KT384404, KT724950",293,Mourya,Mourya (2015)
"Jain R., Mourya D., Patil D., Shete A., Thacker S., Yadav P.","2016, Crimean-Congo Hemorrhagic Fever in Migrant Worker Returning from Oman to India","1005-1008 (2017), Emerging Infect. Dis. 23 (6), India, Maharashtra 411021, Maximum Containment Laboratory, Microbial Containment Complex, National Institute of Virology, Pashan, Pune, Sus Road",28518037,"2016, 2017","KY213712, KY213713, KY213714",294,Jain,"Jain (2017, 28518037)"
"Cherian S., Gunjikar R., Jadhav S., Kokate P., Mishra A., Mourya D., Yadav P., Zawar D.","2010-2011, 2011, A nosocomial outbreak of Crimean Congo hemorrhagic fever in Ahmedabad, Genetic characterization and molecular clock analyses of the Crimean-Congo hemorrhagic fever virus from human and ticks in India, Gujarat outbreak reveals to be close relative of Afghanistan isolate, India, The complete genome sequence of Crimean-Congo Hemorrhagic Fever virus isolated from human and ticks from Ahmadabad","223-231 (2013), India, Infect. Genet. Evol. 14, Maharashtra 411 021, Microbial Containment Complex, National Institute of Virology, Pashan, Pune, Sus Road, Unpublished, VR-HCL",23195573,"2011, 2013","JN572083, JN572084, JN572085, JN572086, JN572087, JN572088, JN572089, JN572090, JN572091, JN572092, JN627865",295,Cherian,"Cherian (2013, 23195573)"
"Mourya D., Yadav P.","2011, A focal outbreak of Crimean Congo hemorrhagic fever in Ahmadabad, India","India, Maharashtra 411021, Microbial Containment Complex, National Institute of Virology, Pashan, Pune, Sus Road, Unpublished, VR-HCL",,2011,"JF922673, JF922674, JF922675, JF922676, JF922677, JF922678, JF922679, JF922680, JF922681",296,Mourya,Mourya (2011)
"Nyayanit D., Sahay R., Shete-aich A., Yadav P.","2019, IgM and IgG Antibodies, India, Sequential Determination of Viral Titer, and Cytokine levels in Fatal & Survive Crimean-Congo Hemorrhagic Fever Patients from Gujarat","India, Maharashtra 411021, Maximum Containment Laboratory, National Institute of Virology, Pashan, Pune, Unpublished",,2020,"MW298533, MW298534, MW298535, MW298536, MW298537, MW298538, MW298539, MW298540, MW298541, MW298542, MW298543, MW298544, MW298545, MW298546, MW298547, MW298548, MW298549, MW298550, MW298551, MW298552, MW298553",297,Nyayanit,Nyayanit (2020)
"Malyshev B., Volynkina A., Yashina L.","2011, Crimean-Congo virus in Stavropol region of Russia","Koltsovo, Novosibirsk region 630559, PCR Diagnostics, Russia, SRC VB Vector, State Research Center of Virology and Biotechnology 'Vector', Unpublished",,2013,"KF425575, KF425576, KF425577, KF425578, KF425579, KF425580, KF425581, KF425582, KF425583, KF425584, KF425585, KF425586, KF425587, KF425588",298,Malyshev,Malyshev (2013)
"Aristova V., Gutorov V., Kuzina I., Lvov D., Moskvina T., Netesov S., Petrov V., Petrova I., Samokhvlov E., Seregin S., Tiunnikov G., Tyunnikov G., Vyshemirski O., Vyshemirskii O., Yashina L.",Characteristics of Crimean-Congo hemorrhagic fever virus circulating in Russia and Central Asia,"11-15 (2002), Biochemistry of Viruses, Koltsovo, Novosibirsk 630559, Russia, State Research Center of Virology and Biotechnology 'Vector', Vopr. Virusol. 47 (3)",12173427,"2001, 2002","AY045562, AY045563, AY045564, AY045565, AY045566, AY045567, AY049078, AY049079, AY049080, AY049081, AY049082, AY049083",299,Aristova,"Aristova (2002, 12173427)"
"Aristova V., Gutorov V., Kuzina I., Lvov D., Netesov S., Petrov V., Petrova I., Samokhvalov E., Seregin S., Tang Y., Tiunnikov G., Tyunnikov G., Vyshemirskii O., Vyshemirsky O., Yashina L.","Genetic analysis of Crimean-Congo hemorrhagic fever virus in Russia, Genetic variability of Crimean-Congo hemorrhagic fever virus in Russia and Middle Asia","860-862 (2003), Biochemistry of Viruses, J. Clin. Microbiol. 41 (2), Koltsovo, Novosibirsk 630559, Russia, State Research Center of Virology and Biotechnology 'Vector', Unpublished",12574301,"2001, 2003","AF401647, AF401648, AF401649, AF401650, AF401651, AY093620, AY093621, AY093622, AY093623, AY093624, AY093625",300,Aristova,"Aristova (2003, 12574301)"
"Babkin I., Gutorov V., Karimov S., Kazakov S., Kuzina I., Netesov S., Ospanov K., Petrov V., Petrova I., Seregin S., Tyunnikov G., Yashina L.",Outbreak of Crimean-Congo Hemorrhagic Fever in Kazakhstan in 2000,"Biochemistry of Viruses, Koltsovo, Novosibirsk 630559, Russia, State Research Center of Virology and Biotechnology Vector, Unpublished",,2001,"AH010751, AH010752",301,Babkin,Babkin (2001)
"Gutorov V., Lvov D., Netesov S., Petrov V., Petrova I., Seregin S., Vyshemirski O., Yashina L.",Genetic analysis of wild-type Crimean-Congo hemorrhagic fever virus in Russia and Central Asia,"Biochemistry of Viruses, Koltsovo, Novosibirsk 630559, Russia, State Research Center of Virology and Biotechnology Vector, Unpublished",,2002,"AY093620, AY093621, AY093622, AY093623, AY093624, AY093625, AY093626, AY093627",302,Gutorov,Gutorov (2002)
"Alanazi A., Alaoui A., Albalawi A., Alouffi A., Sironen T., Smura T., Truong nguyen P., Vapalahti O., Zakham F.","Saudi Arabia, Viral RNA Metagenomics of Hyalomma Ticks Collected from Dromedary Camels in Makkah Province","1396 (2021), Department of Virology, Finland, Haartmaninkatu 3, Helsinki 00290, University of Helsinki, Viruses 13 (7)",34372602,2021,"MZ566478, MZ566479, MZ566480",303,Alanazi,"Alanazi (2021, 34372602)"
"Akyildiz G., Gargili keles A., Zarrabi ahrabi S.",The current status of tick populations in Istanbul and their biorisks in terms of CCHF and public health,"9/4/1, Faculty of Health Sciences/Basic Health Sciences Department, Istanbul 34854, M.U. Basibuyuk Campus, Maltepe, Marmara University, Turkey, Unpublished",,"2022, 2023","OP312072, OP312073, OP312074, OP312075, OP312076, OQ377559, OQ377560, OQ377561, OQ377562, OQ377563, OQ377564",304,Akyildiz,Akyildiz (2023)
"Deng F., Hu Z., Li T., Meng W., Sun S., Wang H., Zhang Y., Zhou Z.","The Crimean-Congo haemorrhagic fever virus genetics and analysis, The characterization of CCHFV glycoproteins","CAS, China, Hubei 430071, J. Gen. Virol. (2010) In press, Molecular Virology and Bioengeneering Research Group, Wuhan, Wuhan Institution of Virology, Xiaohongshan 44#",,2010,"GU477492, GU477493, GU477494",305,Deng,Deng (2010)
"Albarino C., Bergeron E., Guerrero L., Nichol S., Spiropoulou C., Zivcec M.",Identification of broadly neutralizing monoclonal antibodies against Crimean-Congo hemorrhagic fever virus,"1600 Clifton Rd NE, Antiviral Res. (2017) In press, Atlanta, Centers for Disease Control and Prevention, GA 30333, USA, Viral Special Pathogens Branch",28842265,2017,"MF289414, MF289415, MF289416, MF289417, MF289418, MF289419",306,Albarino,"Albarino (2017, 28842265)"
"Albarino C., Guerrero L., Spiropoulou C., Zivcec M.",Sequence of Middle Eastern Crimean Congo hemorrhagic fever virus human isolates,"1600 Clifton Rd NE, Atlanta, Centers for Disease Control and Prevention, GA 30333, USA, Unpublished, Viral Special Pathogens Branch",,2016,"KY362514, KY362515, KY362516, KY362517, KY362518, KY362519",307,Albarino,Albarino (2016)
"Albarino C., Guerrero L., Ksiazek T., Nichol S., Rollin P., Spiropoulou C., Swanepoel R., Zivcec M.",Sequences of Crimean Congo hemorrhagic fever orthonairoviruses isolated from Turkey and South Africa,"1600 Clifton Rd, Atlanta, Centers for Disease Control and Prevention, GA 30333, USA, Unpublished, Viral Special Pathogens Branch",,2017,"MF511190, MF511191, MF511192, MF511193, MF511194, MF511195, MF511196, MF511197, MF511198, MF511199, MF511200, MF511201, MF511202, MF511204, MF511205, MF511206, MF511207, MF511208, MF511209, MF511210, MF511211, MF511212, MF511213, MF511214, MF511215, MF511216, MF511217, MF511218, MF511219, MF511221, MF511222, MF511223, MF511224, MF511225, MF511226, MF511227, MF511228, MF511229, MF511230, MF511231, MF511232, MF511233, MF511234, MF511235, MF511236, MF511238, MF511239, MF511240",308,Albarino,Albarino (2017)
"Feldmann F., Feldmann H., Kelly A., Maiga O., Safronetz D., Schwan T., Sogoba N., Zivcec M.","Mali, Unique strain of Crimean-Congo hemorrhagic fever virus","903 South 4th Street, 911-913 (2014), Emerging Infect. Dis. 20 (5), Hamilton, MT 59840, NIAID - Rocky Mountain Labs, NIH, USA",24751353,"2013, 2014","KF793333, KF793334, KF793335",309,Feldmann,"Feldmann (2014, 24751353)"
"Ahmed F., Athar M., Batool M., Corman V., Deng F., Faiz S., Furqan M., Hussain M., Jakhrani M., Kakar M., Khan I., Sadia H., Saqib M., Shahid M., Shen S., Shi Z., Shu S., Sial A., Tahir U., Taj Z., Tayyab J., Tayyab M., Wu Q., Yaqub T., Zhang J., Zohaib A.","2015-2017, Crimean-Congo Hemorrhagic Fever Virus in Humans and Livestock, Pakistan","773-777 (2020), China, Emerging Infect. Dis. 26 (4), Key Lab of Special Pathogens, Wuhan 430071, Wuhan Institute of Virology, Xiao Hong Shan No. 44",32187506,"2019, 2020","MN135938, MN135939, MN135940, MN135941, MN135942, MN135943, MN135944",310,Ahmed,"Ahmed (2020, 32187506)"
